Use?,Why?,comp_ID,study_ID,dam_ID,animal_ID,author,year,title,journal,species,strain,manip_type,manip_direction,nom_manip_val,,,,nom_manip_val2,,,,intake_reported,vitmin_eql,adlib_con,adlib_exp,diet_con,diet_exp,dam_diet_start_dPC,dam_diet_end_dPC,diet_label,age_mating,n_con_dam,n_exp_dam,multi_use_con,dam_housing,temperature,photoperiod,litter_size,litter_size_equalized,crossfostered,sex,housing,bodyweight_mean_contr,bodyweight_SE_contr,bodyweight_mean_exp,bodyweight_SE_exp,bw_N_contr,bw_N_exp,bw_dayPG,birthweight_mean_contr,birthweight_SE_contr,birthweight_mean_exp,birthweight_SE_exp,birthweight_N_contr,birthweight_N_exp,offspring_diet,offspring_con_adlib,offspring_diet_level,offspring_diet_end_dPP,post_diet_adlib,response_age_dPP,author's behaviour,my behaviour,response_test,time_trial,measure,unit,high_better,night/day,comparison,exp_mean,exp_se,exp_n,con_mean,con_se,con_n,con_ID,d,se,percentage,Data_source,measure_comments,SE_imputed,Comments,suppl_files,weight,weightSE,birth,birthSE,initial_d,intialSE,final_d,finalSE
yes,,comp_535,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_entries,#,yes,night,cc_cr,6.8,1.31,8,3.2,0.514,8,con_203,,,no,Fig 1B,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_536,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_entries,#,yes,night,cc-rc,6.69,0.46,8,3.2,0.514,8,con_203,,,no,Fig 1B,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_537,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_time,sec,yes,night,cc_rr,158.38,23.12,8,52.02,9.25,8,con_204,,,no,Fig 1C,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_538,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_time,sec,yes,night,cc_cr,137.57,23.12,8,52.02,9.25,8,con_204,,,no,Fig 1C,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_539,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_time,sec,yes,night,cc-rc,146.82,11.56,8,52.02,9.25,8,con_204,,,no,Fig 1C,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_540,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_dist,m,yes,night,cc_rr,2.3,0.38,8,1.29,0.31,8,con_205,,,no,Fig 1D,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_541,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_dist,m,yes,night,cc_cr,2.59,0.7,8,1.29,0.31,8,con_205,,,no,Fig 1D,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_542,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,EPM,5,Open_arm_dist,m,yes,night,cc-rc,3.5,0.5,8,1.29,0.31,8,con_205,,,no,Fig 1D,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_543,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_entries,#,yes,night,cc_rr,17.6,4.2,8,35.8,6.6,8,con_206,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_544,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_entries,#,yes,night,cc_cr,34.4,5.1,8,35.8,6.6,8,con_206,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_545,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_entries,#,yes,night,cc-rc,19.2,3.6,8,35.8,6.6,8,con_206,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_546,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_time,sec,yes,night,cc_rr,116.7,33,8,124.6,25.2,8,con_207,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_547,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_time,sec,yes,night,cc_cr,127.7,17,8,124.6,25.2,8,con_207,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_548,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_time,sec,yes,night,cc-rc,141,59.2,8,124.6,25.2,8,con_207,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_549,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Border_zone_time,sec,no,night,cc_rr,3483.3,33,8,3475.4,25.1,8,con_208,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_550,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Border_zone_time,sec,no,night,cc_cr,3472.3,17,8,3475.4,25.1,8,con_208,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_551,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Border_zone_time,sec,no,night,cc-rc,3459,59.2,8,3475.4,25.1,8,con_208,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_552,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_distance,m,yes,night,cc_rr,9.4,2.4,8,14.1,2.4,8,con_209,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_553,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_distance,m,yes,night,cc_cr,13.4,2.4,8,14.1,2.4,8,con_209,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_554,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Center_zone_distance,m,yes,night,cc-rc,7.2,1.7,8,14.1,2.4,8,con_209,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_555,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Border_zone_distance,m,no,night,cc_rr,72.5,12.3,8,114.5,10.3,8,con_210,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_556,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Border_zone_distance,m,no,night,cc_cr,74.6,10.8,8,114.5,10.3,8,con_210,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_557,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ANXIETY,Open_Field,60,Border_zone_distance,m,no,night,cc-rc,76.2,16,8,114.5,10.3,8,con_210,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_558,s_57,D_103,A_143,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,43,pre+lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,298,13,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ACTIVITY,Open_Field,60,Total_distance,m,yes,night,cc_rr,82,11,8,128.7,9,8,con_211,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_559,s_57,D_104,A_144,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,22,43,lact,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,281,6,8,8,90,5.8,0.07,5.8,0.07,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ACTIVITY,Open_Field,60,Total_distance,m,yes,night,cc_cr,88.1,11.2,8,128.7,9,8,con_211,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_560,s_57,D_105,A_145,Reyes-Castro,2012,Pre- and/or postnatal protein,J008,rats,Wistar,protein,-,50%,10%,20%,protein content,,,,,no,yes,yes,yes,Zambrano_2005_isocal_20%,Zambrano_2005_isocal_10%,0,22,pre,91,20,20,yes,single,22,12,10,yes,no,m,group,330,13,340,7,8,8,90,5.8,0.07,5.2,0.01,8,8,control,yes,Zambrano_2005_isocal_20%,21,yes,90,ANXIETY,ACTIVITY,Open_Field,60,Total_distance,m,yes,night,cc-rc,83.5,15.4,8,128.7,9,8,con_211,,,no,Table 2,,no,Same experiment as Reyes-Castro 2012a but this time with male offspring instead of females,,,,,,,,,
yes,,comp_561,s_58,D_106,A_146,Velasquez,2010,Perinatal undernutrition facilitates morphine sensitization,J021,rats,Wistar,protein,-,33%,8%,24%,protein content,,,,,no,,yes,yes,Velasquez_isocal_24%_Casein,Velasquez_isocal_8%_Casein,14,52,pre+lact,,,,,,22,,8,yes,no,m,,323,3,271,4,,,,,,,,,,control,yes,Cargill_Pillar_Cordoba_Standard_Lab_Chow,30,yes,70,ACTIVITY,ACTIVITY,Photocell_device,10,activity,#,yes,day,C_sal_D_sal_A,37.29,3.18,10,51.06,7.42,10,con_212,,,no,Fig 2A,not sure if SD or SE for weight,no,Only extracted data for 1st session and before injection,,,,,,,,,
yes,,comp_562,s_58,D_107,A_147,Velasquez,2010,Perinatal undernutrition facilitates morphine sensitization,J021,rats,Wistar,protein,-,33%,8%,24%,protein content,,,,,no,,yes,yes,Velasquez_isocal_24%_Casein,Velasquez_isocal_8%_Casein,14,52,pre+lact,,,,,,22,,8,yes,no,m,,323,3,271,4,,,,,,,,,,control,yes,Cargill_Pillar_Cordoba_Standard_Lab_Chow,30,yes,70,ACTIVITY,ACTIVITY,Photocell_device,10,activity,#,yes,day,C_sal_D_sal_C,37.09,2.12,10,48.74,12.72,10,con_213,,,no,Fig 2C,not sure if SD or SE for weight,no,Only extracted data for 1st session and before injection,,,,,,,,,
yes,,comp_563,s_58,D_108,A_148,Velasquez,2010,Perinatal undernutrition facilitates morphine sensitization,J021,rats,Wistar,protein,-,33%,8%,24%,protein content,,,,,no,,yes,yes,Velasquez_isocal_24%_Casein,Velasquez_isocal_8%_Casein,14,52,pre+lact,,,,,,22,,8,yes,no,m,,323,3,271,4,,,,,,,,,,control,yes,Cargill_Pillar_Cordoba_Standard_Lab_Chow,30,yes,70,ACTIVITY,ACTIVITY,Photocell_device,10,activity,#,yes,day,C_sal_D_sal_E,36.47,3.2,9,52.47,11.73,10,con_214,,,no,Fig 2E,not sure if SD or SE for weight,no,Only extracted data for 1st session and before injection,,,,,,,,,
yes,,comp_564,s_58,D_109,A_149,Velasquez,2010,Perinatal undernutrition facilitates morphine sensitization,J021,rats,Wistar,protein,-,33%,8%,24%,protein content,,,,,no,,yes,yes,Velasquez_isocal_24%_Casein,Velasquez_isocal_8%_Casein,14,52,pre+lact,,,,,,22,,8,yes,no,m,,323,3,271,4,,,,,,,,,,control,yes,Cargill_Pillar_Cordoba_Standard_Lab_Chow,30,yes,70,ACTIVITY,ACTIVITY,Photocell_device,10,activity,#,yes,day,C_sal_D_sal_G,45.26,2.11,10,52.63,12.63,13,con_215,,,no,Fig 2G,not sure if SD or SE for weight,no,Only extracted data for 1st session and before injection,,,,,,,,,
yes,,comp_565,s_59,D_110,A_150,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,22,44,lact,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,436,17.3,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,EXPLORATION,ANXIETY,Open_Field,6,latency_emerge,sec,no,day,NN_NR,52.69,,5,8.33,,5,con_216,,,no,Fig 2,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_566,s_59,D_110,A_150,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,22,44,lact,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,436,17.3,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,ACTIVITY,ACTIVITY,Open_Field,6,square_crossed,#,yes,day,NN_NR,29.45,,5,25.99,,5,con_217,,,no,Fig 3,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_567,s_59,D_110,A_150,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,22,44,lact,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,436,17.3,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,ANXIETY,ANXIETY,Open_Field,6,Defecation,#,no,day,NN_NR,2.01,,5,0.94,,5,con_218,,,no,Fig 4,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_568,s_59,D_111,A_151,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,0,22,pre,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,500,14.5,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,EXPLORATION,ANXIETY,Open_Field,6,latency_emerge,sec,no,day,NN_RN,34.07,,5,8.33,,5,con_216,,,no,Fig 2,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_569,s_59,D_111,A_151,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,0,22,pre,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,500,14.5,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,ACTIVITY,ACTIVITY,Open_Field,6,square_crossed,#,yes,day,NN_RN,23.03,,5,25.99,,5,con_217,,,no,Fig 3,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_570,s_59,D_111,A_151,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,0,22,pre,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,500,14.5,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,ANXIETY,ANXIETY,Open_Field,6,Defecation,#,no,day,NN_RN,3.41,,5,0.94,,5,con_218,,,no,Fig 4,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_571,s_59,D_112,A_152,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,0,44,pre+lact,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,429,11,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,EXPLORATION,ANXIETY,Open_Field,6,latency_emerge,sec,no,day,NN_RR,256.75,,5,8.33,,5,con_216,,,no,Fig 2,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_572,s_59,D_112,A_152,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,0,44,pre+lact,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,429,11,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,ACTIVITY,ACTIVITY,Open_Field,6,square_crossed,#,yes,day,NN_RR,16.12,,5,25.99,,5,con_217,,,no,Fig 3,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
yes,,comp_573,s_59,D_112,A_152,Hsueh,1973,Perinatal undernutrition and the metabolic ,J035,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,,yes,no,Purina_Chow_5001,Purina_Chow_5001,0,44,pre+lact,136.5,3,3,yes,,,,8,yes,yes,m,,514,12.8,429,11,8,8,426,,,,,,,control,yes,purina_Chow_5001,28,yes,578,ANXIETY,ANXIETY,Open_Field,6,Defecation,#,no,day,NN_RR,4.2,,5,0.94,,5,con_218,,,no,Fig 4,"no SE or SD, range of sample size instead of true sample size. ",yes,"Extracted data for 1st trial only for latency to emerge and square crossed, but defecation count was only given as the mean over 12 trials. birthweight not readable so not extracted",,,,,,,,,
